"year","acousticness","danceability","energy","instrumentalness","liveness","loudness","mode","speechiness","valence","popularity","genre","duration_min","duration_sec"
1980,12.2,69.8,75.3,0.000893,11.3,-4.691,"major",2.94,94.1,33,"rock",4,18
1982,3.65,81.1,41,0.000663,7.99,-8.214,"major",3.91,62.6,75,"rock",4,14
1981,20.1,79.1,70,0.0312,5.62,-6.96,"major",2.97,80,58,"rock",4,39
1997,9.6,71.5,73.8,0.0136,9.78,-5.674,"major",3.25,89.6,37,"rock",3,28
2000,56.9,41.8,35.1,0,10.3,-9.407,"major",2.93,13.9,38,"country",3,51
1968,30.8,30.2,37.3,0,29.2,-11.111,"major",2.71,61.6,10,"other",2,2
1975,14.9,47.5,45.5,0.00141,23.3,-12.165,"major",3.39,46.2,36,"soul",5,49
1977,12.7,62,90.4,0,9.23,-7.922,"minor",14.8,70.2,24,"soul",6,22
1994,39.7,89.2,67.9,0.000381,42.7,-9.924,"major",5.8,81.4,18,"hip",4,51
1994,0.993,77.3,73.7,2.34,29.5,-8.314,"major",14.6,69.1,40,"hip",4,28
1995,8.16,91.7,66.5,0,19.6,-6.053,"major",9.24,80.8,53,"hip",4,14
1992,19.2,80.3,97.2,0,10.2,-4.848,"minor",15.6,62.7,47,"hip",3,56
1977,12.6,58,67.9,0.117,10.7,-5.646,"minor",4.39,67.8,13,"classic",4,22
1975,19,46.3,66.6,0.94,4.03,-7.264,"minor",5.79,88.4,16,"classic",3,6
1983,14.1,86.5,60.1,7.05,8.08,-9.718,"minor",4.71,58.5,9,"rock",4,57
1970,19.1,39.3,79.2,0.364,37.6,-5.076,"major",4.48,37.9,59,"rock",3,35
1980,17.9,87.3,85.5,2.85,3.77,-8.559,"minor",6.15,88.4,71,"rock",4,6
1983,18,65.9,73.7,0,24.9,-8.385,"major",3.72,77.7,7,"rock",4,13
1971,39.8,35.7,60.8,0,19.5,-9.643,"minor",4.38,53.8,41,"rock",3,44
1980,18.5,72,82.8,42.9,8.39,-9.211,"major",4.62,76.8,72,"rock",5,23
1976,1.87,70,88.7,5.2,9.75,-6.348,"major",4.7,95.6,20,"rock",3,40
1971,43,67.1,62.4,0.000778,6.91,-7.115,"major",2.59,65.2,38,"rock",3,32
1978,50.6,71.6,44,0.0224,6.75,-13.507,"major",4.61,61.2,11,"rock",3,55
1971,68.7,34.5,58.9,0.0654,8.07,-8.672,"minor",9.67,65.8,34,"rock",5,35
1974,20.5,81.1,85.9,0.000373,7.61,-6.317,"major",16.8,78.4,67,"other",2,10
2014,0.391,59.1,94,0,38.3,-4.341,"major",5.22,67.6,65,"rock",3,45
1970,47.9,84.5,44.6,0,6.71,-11.963,"minor",4.71,96.1,35,"other",4,6
1960,40.7,36.9,52.2,0.0109,13.4,-12.733,"major",3.42,76.9,11,"soul",2,55
1977,23.2,77.3,72.1,0.00161,3.49,-12.574,"major",2.94,97.1,51,"pop",4,31
1980,0.888,48.2,61.5,0.000178,4.31,-11.093,"major",3.98,43.7,55,"pop",3,51
1970,32.1,59.5,41.7,0.00757,32.3,-12.831,"major",3.09,76.5,25,"other",2,44
1969,32.1,59.5,41.7,0.00757,32.3,-12.831,"major",3.09,76.5,25,"other",2,44
2019,72.4,32.1,42.9,0.0091,6.06,-7.073,"major",3.02,17.4,71,"other",4,21
2019,54.4,51.7,47.9,0.598,19.1,-7.458,"major",2.61,28.4,81,"pop",3,29
2004,3.21,78,65.7,0.000256,33.9,-7.149,"major",31.7,64.8,66,"hip",4,5
2013,1.71,52.5,74,0.00652,24.9,-5.383,"major",29.5,66.2,40,"hip",4,6
1998,1.35,60.3,83.9,0,33.8,-8.94,"minor",28.9,76.3,39,"hip",4,2
2000,30.1,80,92.2,0.000931,3.52,-5.125,"minor",24,80.1,61,"hip",3,48
2005,25.8,67.2,81.4,0,16.4,-3.768,"major",27,37.9,64,"hip",3,53
2009,28.1,63.2,92.4,0,26.3,-1.802,"major",29,44.1,81,"hip",4,28
2004,4.12,89.5,62.8,0,5.9,-3.79,"major",4.73,34,51,"hip",4,18
2003,3.05,71.4,86.2,0,8.84,-5.531,"major",28.6,88.7,57,"hip",4,41
2009,3.42,56.9,86.9,0,7.18,-5.432,"minor",21.7,49.2,50,"hip",4,16
2007,0.452,56.6,90.6,0,21,-5.092,"major",6.42,78.7,63,"pop",3,32
2004,2.98,25.6,78.8,0,70.7,-5.263,"minor",4.03,42.9,69,"pop",3,49
2001,42.7,54.4,65.9,0.000133,12.6,-7.191,"major",2.98,36.1,66,"pop",4,35
2003,1.34,31.9,73.2,0,65.8,-4.475,"major",4.36,20,58,"pop",3,54
2009,0.0484,34.8,89.3,0.00636,28.1,-4.589,"major",6.62,39.2,57,"pop",3,8
2015,1.44,52.6,86.2,5.97,22.9,-6.003,"major",9.05,52.8,80,"rock",3,15
2016,25.5,50.2,78.6,0,65,-4.378,"minor",31.7,73.9,77,"rock",4,3
2000,32,61,49.7,0.00611,8.84,-9.88,"major",2.79,73.9,73,"pop",4,10
2012,77.8,70.9,36.6,0.00408,9.92,-9.139,"major",2.89,62.9,0,"other",3,6
1974,40.6,72.2,81.4,0,14.6,-5.862,"major",4.43,50.9,39,"other",3,27
1989,8.65,43.4,83.3,4.86,11.7,-9.018,"major",4.8,78.6,34,"other",5,44
1965,31.1,54.4,74.8,0.0716,6.33,-6.243,"major",2.98,82.5,54,"pop",2,48
1964,36,39,62.5,0,6.63,-7.813,"minor",5.37,51.4,68,"pop",2,14
1964,18.3,49.1,53.1,0,18.2,-8.18,"major",3.69,46.9,30,"pop",2,22
1966,19,58.1,66.9,0,24.3,-3.659,"major",3.85,92.6,64,"pop",2,14
1986,5.29,58.2,84.5,0.000144,7.52,-7.335,"minor",4.47,62.4,60,"pop",3,24
1987,0.222,76.1,54.5,0.00224,31.6,-13.612,"major",5.91,95.7,36,"pop",4,28
1967,52.4,42.6,58.3,0.000405,14.7,-7.442,"major",3.54,23.2,52,"pop",3,39
1979,0.00541,42.2,71.1,0.546,25.7,-11.435,"major",3.53,88.4,35,"pop",4,24
1971,64.9,50.2,47,0,7.25,-13.861,"major",26.9,81.3,18,"other",3,8
2021,5.28,53.5,85.9,0,32,-2.922,"major",3.44,69.8,67,"country",2,47
2018,0.244,54.5,85.4,0.00012,24.9,-4.968,"minor",2.89,43.6,63,"country",2,59
2001,0.621,69.4,94.7,3.95,13.3,-3.91,"minor",5.46,51.8,20,"other",3,29
1984,0.0775,69.1,80.3,17.5,12.3,-7.464,"minor",5.01,53.3,39,"pop",3,27
1980,13.2,70,73,0,13.3,-8.763,"minor",3.11,96.1,68,"pop",5,16
1980,98,41.1,12.9,0.00252,8.5,-15.07,"major",3.58,22.2,49,"pop",3,13
2012,31.7,43.1,65.7,0,8.93,-5.12,"major",3.04,25.9,45,"country",3,48
2003,6.26,61.3,80.1,0.00115,12.4,-4.431,"major",3.54,60.9,60,"country",4,3
1980,38.8,55.3,51.9,0.176,8.12,-9.297,"major",3.89,53.8,27,"other",3,8
1965,72.7,45.9,14.9,0,34.5,-15.83,"major",3.32,41.9,26,"classic",2,37
1989,11.1,53.5,63,0.0297,30,-9.776,"major",2.8,45.4,35,"rock",4,49
1996,8.65,62.9,86.7,0,12.6,-7.307,"major",6.03,87.6,65,"rock",4,40
1971,82.8,55.4,31.5,0.000553,10.1,-11.028,"major",2.98,32.5,83,"rock",4,2
1979,1.42,86.9,74,0.000397,9.63,-10.926,"minor",4.12,96.3,34,"rock",4,55
1993,0.838,66.3,78.8,14.3,19,-7.484,"major",3.14,47.6,32,"rock",6,26
1995,19.1,49.7,52.3,0.0102,14.1,-9.306,"minor",3.07,19.4,49,"rock",4,55
1982,57.5,51.8,22.9,0.363,12.3,-17.18,"minor",2.7,15.9,59,"rock",3,26
1992,50.1,43.3,55.1,0.000177,47.3,-8.096,"major",2.89,25.3,57,"rock",5,47
1986,2.75,65.6,58.4,0.0106,3.98,-14.135,"major",2.67,83.7,29,"rock",4,17
1982,13.8,66.7,36.3,0.000702,41,-13.498,"major",2.75,22.4,52,"rock",5,8
1974,25.9,66.5,67.3,0.000762,49.7,-7.95,"major",4.93,77.9,76,"rock",5,23
1983,13.9,67.8,85.6,3.1,13.4,-6.296,"major",7.9,68.1,42,"rock",4,22
1972,15,30.5,59.4,0.0303,39,-10.499,"major",4.47,42.6,56,"rock",5,22
1998,13.4,72.5,65.3,0.675,27.2,-9.365,"major",2.38,58.2,38,"rock",5,18
1988,18.3,60.2,53.6,0.0019,8.02,-9.74,"major",2.88,50.6,71,"rock",3,49
1961,32,60.8,59.4,0.00475,12.9,-11.86,"major",4.35,78.9,56,"soul",2,54
1961,57,65,30.6,0.000707,7.07,-9.443,"major",3.93,60.5,80,"soul",3,0
1986,57,65,30.6,0.000707,7.07,-9.443,"major",3.93,60.5,80,"soul",3,0
2005,20.6,92.5,65.9,0.00788,27.9,-4.763,"major",23.1,71,76,"hip",3,34
2009,8.64,51.6,87.4,0,17.3,-2.571,"major",18.6,39.1,72,"hip",4,58
2005,6.26,53.9,67.2,0,38.8,-4.972,"minor",19.5,38.4,66,"hip",3,12
2003,2,80.6,86.7,0,13.1,-3.538,"major",15.7,90.4,58,"hip",3,39
2003,26,90.2,72,0,7.49,-2.776,"minor",34.7,80.5,77,"hip",3,13
2005,5.44,66.4,66,0,79.9,-6.108,"major",32.1,54,50,"hip",5,13
1987,9.98,73.4,75.9,0.00103,7.79,-7.074,"minor",3.45,84.2,36,"other",4,15
1986,12.4,82.4,50.6,0,11.3,-7.12,"minor",2.91,65.4,66,"other",4,0
2005,5.76,50.5,84.2,0,11.1,-3.316,"major",4.75,67.1,60,"country",3,29
2001,5.97,61.7,90.7,0,13.6,-4.983,"major",3.99,66.6,23,"country",3,52
2002,5.97,61.7,90.7,0,13.6,-4.983,"major",3.99,66.6,23,"country",3,52
2004,5.76,50.5,84.2,0,11.1,-3.316,"major",4.75,67.1,60,"country",3,29
2000,26,56.1,54.3,0,12.4,-8.498,"major",3.24,24.3,71,"country",4,1
2000,14.7,66.3,81.9,0,9.15,-7.464,"major",3.35,73,51,"country",3,30
2000,23.4,46.7,49.2,0,11.3,-8.908,"major",2.95,15.6,41,"country",3,34
1991,2.11,72.8,80.3,0.00118,2.67,-10.57,"minor",5.68,79.1,22,"other",5,0
1994,46.5,46.6,63.2,0.0256,13.5,-6.94,"major",3.26,24.6,66,"rock",4,20
1992,6.66,36.3,84.9,0.517,30.6,-7.744,"major",5.54,42.9,65,"rock",3,16
1989,1.92,26.8,98,0.709,18.2,-5.958,"major",10.3,39.5,82,"rock",6,46
2020,85.3,70.8,21.1,0,13.1,-9.603,"minor",4.24,36.2,76,"soul",2,32
1990,4.13,65.9,76.8,0,28.8,-6.26,"major",7.28,86.7,44,"other",4,31
1982,2.89,62.4,99.1,1.07,4.77,-3.467,"minor",13.5,53.5,53,"pop",3,29
1990,0.661,71.4,82.6,0.000229,23.1,-8.668,"minor",4.86,89,30,"pop",4,42
1963,86.4,70,32.2,0,12.3,-14.241,"major",7.74,84.7,40,"other",2,52
1959,60.4,48.5,75.1,0.000107,1.24,-6.299,"major",15,81.4,46,"other",2,21
1958,62.6,64.1,83.4,0.0534,13.1,-7.831,"major",24.2,84.9,57,"other",1,56
1995,26.2,78.8,62.6,0,7.91,-8.582,"major",35.4,74,39,"rap",5,22
2007,5.69,90.6,58.3,0,12.6,-7.721,"minor",31.7,82.9,71,"pop",4,52
1994,0.187,55.2,64.5,0.000138,4.24,-6.595,"major",2.68,58.8,69,"other",5,0
1976,0.262,52.9,77.3,0.182,12.8,-9.823,"major",18.3,65.9,22,"pop",3,15
1977,23.7,60.8,87.6,0,20.7,-5.82,"minor",6.94,86.5,30,"pop",2,42
1973,1.11,60.6,48.6,0.145,7.57,-13.553,"minor",4.1,80.9,58,"soul",7,12
1978,3.77,68.1,73.2,3.95,9.55,-11.718,"major",4.61,75.5,31,"soul",8,11
2006,19.9,56,59.5,0.00647,13.2,-4.53,"major",2.74,14.4,84,"rock",4,28
2007,19.9,56,59.5,0.00647,13.2,-4.53,"major",2.74,14.4,84,"rock",4,28
1992,7.94,74.4,89.4,0,13.9,-9.448,"minor",7.11,68.3,41,"other",4,22
1988,5.62,70.9,70.1,0.109,9.34,-12.169,"minor",4.28,75.2,10,"other",5,40
2016,23.1,63.8,73.3,0,10.3,-4.7,"major",5.2,65.1,54,"country",3,4
1967,34.1,50.3,25.1,0.00224,51.1,-11.052,"major",2.6,49.1,32,"classic",2,51
1969,68.5,56.2,30.3,3.19,16.6,-7.708,"major",2.5,22.6,13,"classic",3,44
1968,32.4,45.5,18.3,0.000629,13.7,-13.012,"major",2.76,36.8,21,"classic",2,49
1991,14.4,65,80.7,0,7.86,-7.536,"major",4.37,78.8,48,"classic",4,0
1974,6.39,77.2,94,0.0306,5.78,-6.624,"major",5.95,93.6,18,"classic",2,39
1970,23.8,52.9,73.5,0,10.2,-8.153,"major",8.96,86.2,50,"classic",4,6
1965,13,52,67.9,0.000174,5.56,-5.888,"major",2.59,92,46,"classic",2,55
1966,50,63.4,50.3,0,4.65,-11.89,"major",2.82,81.3,46,"classic",2,29
1984,41.5,77.8,51.3,0.000217,32.2,-9.92,"major",3,79.5,13,"classic",5,5
2003,15,86.6,74.9,0,6.14,-3.977,"major",25.3,89.1,71,"rap",4,11
1971,56.3,63,37.6,0,14.8,-13.305,"major",3.04,81.5,48,"soul",3,33
1970,57.7,64.1,46.3,0.0012,13.3,-14.67,"major",4.04,89.2,28,"soul",3,14
1969,61.9,61.1,46.8,0,11.2,-16.23,"major",6,82.9,25,"soul",2,10
1986,8.83,72.2,96.1,61,27.8,-4.812,"major",5.14,91,72,"pop",3,49
1978,6.82,65.2,37.2,0.0199,9.23,-15.445,"minor",3.21,28,53,"rock",5,45
1979,5.66,74.8,68.3,0.0639,8.09,-9.885,"minor",4.66,94.3,36,"rock",4,21
1979,0.179,54.6,83.5,0.00649,22.3,-9.446,"major",5.38,91.1,39,"rock",3,22
1975,25.1,53.1,52.6,1.06,29.4,-9.095,"minor",2.94,70.6,46,"rock",4,32
1979,5.66,74.8,68.3,0.0639,8.09,-9.885,"minor",4.66,94.3,37,"rock",4,21
1975,17.9,49.9,61.6,0.0151,55.2,-8.325,"major",3.92,62.2,53,"rock",4,1
1976,49.1,76.1,48.2,31,8.64,-11.849,"major",5.72,62.6,58,"rock",5,12
2006,1.34,62.7,81,0,10.9,-5.684,"major",4.37,49.6,40,"pop",3,23
2012,10,70.7,86.1,0,19.1,-4.225,"major",31.6,79.5,65,"pop",3,19
1999,16.9,70.8,75.8,0,10.6,-5.94,"major",2.39,76.7,30,"other",3,14
2005,5.84,74.9,49.5,0,20.1,-8.456,"major",3.32,64.5,47,"hip",3,51
1973,78,55.5,30.9,0.00496,19.8,-13.989,"major",4.44,50,25,"country",3,2
1998,58.9,69.9,38.8,0.000198,6.58,-10.722,"major",5.31,56.6,62,"other",4,35
1997,11.7,79,56.1,0,26.8,-5.496,"major",9.13,57.2,30,"other",4,49
2014,0.821,82.9,51,0.143,8.29,-9.334,"minor",3.69,45,78,"pop",3,28
1997,0.00155,76.3,84.4,41.8,11.4,-7.291,"major",5.23,77.4,29,"other",3,47
1965,50.1,51.7,63.5,0,93.8,-10.731,"major",6.82,84.2,24,"pop",2,50
1965,43.8,63.7,51.5,0,8.35,-11.901,"major",5.32,93.8,30,"pop",2,42
1964,64.9,60.8,49.3,0.000113,80.6,-12.583,"major",4.81,86.4,25,"pop",2,18
2020,1.85,92.9,66.7,0,10,-6.789,"minor",35.3,27.4,68,"hip",2,35
1960,45.1,61.1,83.7,0,25.2,-7.002,"major",4,96,13,"other",1,57
1969,30.4,31.1,26.8,0.00107,69,-15.387,"minor",4.55,30.6,27,"other",4,4
2002,0.0642,65,91.4,0.000123,2.51,-4.672,"major",7.16,58.6,62,"rap",3,39
2016,46.8,32.2,28,0.00011,10.2,-9.367,"minor",2.81,17.5,76,"rap",4,8
1992,0.51,92.6,66.9,0,8.87,-11.271,"major",30.1,64.2,72,"hip",4,23
2013,3.19,79.3,52.4,0,15.6,-7.827,"major",15.6,57.9,69,"hip",2,54
2018,16.1,52.7,68.9,0,49.8,-7.87,"major",74.1,31,61,"hip",3,16
2013,1.25,83.1,65.1,0,8.09,-8.363,"major",43.7,50.2,56,"hip",3,44
2010,2.11,62.7,61.4,0,2.86,-6.006,"minor",17,75.8,69,"hip",3,29
2009,19,39.5,92.2,0,13.4,-2.176,"major",37.5,55.8,81,"hip",4,18
2021,17.9,48.8,63.5,0.000816,15.6,-7.19,"major",26,78.3,68,"hip",4,30
2015,2.66,71.4,56.3,0,7.76,-7.574,"major",7.23,31,67,"hip",4,2
2016,0.196,77.6,67.5,0,22.7,-6.224,"minor",26.6,27,61,"hip",3,38
2015,0.258,89.1,62.8,0.019,5.04,-7.863,"major",5.51,55.2,81,"hip",4,27
2016,10.5,92.8,48.1,0,17.6,-9.35,"minor",28.7,61.3,75,"hip",3,31
2017,69.9,52.6,58.3,0,37.2,-9.172,"major",37.6,37.8,64,"hip",5,5
2017,10.8,79.4,73.5,0.578,11.2,-4.204,"major",5.4,22.3,67,"hip",3,54
1987,0.235,33.4,85.4,0.114,15.8,-7.531,"minor",4.94,28.4,58,"rock",6,38
1966,19.6,47.3,69,0,5.93,-8.355,"major",4.29,86.3,15,"other",2,38
1997,14,85.3,60.3,0,7.83,-7.85,"major",22.6,54.6,49,"rap",4,19
1995,8.16,91.7,66.5,0,19.6,-6.053,"major",9.24,80.8,53,"rap",4,14
1992,3.47,68.5,91,4.19,26.5,-10.281,"major",4.59,97.8,42,"hip",4,4
2004,19,40.7,67.8,0,34.2,-6.135,"major",10.4,29.7,42,"soul",4,55
2009,6.56,68.9,56.2,0,8.85,-7.048,"minor",6.37,21,59,"soul",4,51
1970,49.6,39.8,69.2,0,39.4,-8.596,"major",4.5,65,21,"classic",3,24
2003,0.00648,55.3,71.7,12.8,3.85,-5.857,"major",3.18,31.8,69,"rock",3,53
2006,0.0346,46.5,95.4,0.000538,57.3,-4.251,"major",4.4,45.8,74,"rock",3,14
2014,24.5,52.6,87.2,0,24.3,-5.079,"major",4.28,58.3,52,"country",3,8
1981,5.68,53.1,43,0.000122,9.64,-14.523,"minor",5.78,45.3,56,"rock",3,53
1995,1.2,88.4,82.3,3.58,25.1,-7.225,"major",4.83,65.7,26,"other",3,33
1973,73.6,55,60.3,1.75,23,-9.913,"major",3.19,90.4,35,"classic",3,53
1982,24.5,74,64.1,0.235,7.88,-6.87,"major",7.08,89.7,8,"soul",5,24
1976,6.63,55.6,87.7,2.59,6.12,-12.312,"major",4.11,55.7,13,"other",4,17
1987,6.8,69.3,57.5,0.0704,24.9,-17.068,"major",3.13,91.6,33,"rock",4,35
1981,21.6,92.7,37.9,0.00083,4.32,-15.887,"major",13.6,94.7,53,"rock",4,6
1984,23.8,85.3,61.8,0.83,25.4,-8.031,"major",2.96,96,52,"rock",3,59
1973,0.139,73.8,84.4,4.6,3.3,-9.53,"minor",6.75,57.6,41,"rock",3,4
1982,13,88.8,72.7,0.269,14.7,-9.05,"minor",4.11,97.4,34,"rock",3,51
1985,0.912,83.8,38.1,9.88,3.64,-16.867,"minor",3.51,95,66,"rock",4,27
1983,23.8,85.3,61.8,0.83,25.4,-8.031,"major",2.96,96,52,"rock",3,59
1985,13.5,64.3,56.8,0,19.5,-9.903,"major",2.22,43.4,68,"rock",3,58
1980,56,71.7,25.3,0.00285,5.56,-22.231,"minor",16.1,73.7,52,"rock",4,55
1990,0.326,75.8,82.7,0.0169,9.46,-6.151,"minor",7.74,50.6,51,"pop",4,9
2005,28.3,72.7,91.3,0,52.7,-5.571,"minor",30.6,61.8,50,"rap",4,20
2004,10.7,67.9,64.4,0,10.7,-6.867,"major",21,41.1,29,"rap",4,7
1964,36.7,72,51.3,0.0364,6.77,-9.217,"major",3.17,96.1,45,"classic",3,3
1969,0.465,65.1,89.2,0.000285,12.7,-6.551,"major",3.13,96.2,53,"classic",2,59
1996,4.38,47.4,50.3,1.6,15.3,-9.074,"major",2.79,45.7,52,"classic",4,25
1964,64,76.7,33.1,0,6.81,-10.777,"minor",3.37,63.6,74,"classic",2,30
1965,63.8,41.4,32.9,0,11.4,-8.193,"major",3.96,42.6,44,"classic",2,42
1965,9.04,56.4,82.7,0.000373,12.7,-7.089,"major",2.83,91.2,56,"classic",2,19
1965,18.8,53.4,72.5,0,9.94,-7.576,"minor",3.32,76.3,73,"classic",2,20
1967,34.6,40,48,0.0031,15.5,-7.768,"major",2.95,65.3,67,"classic",3,50
1966,11.3,38.1,60.8,0,14.8,-10.061,"major",2.68,74.2,62,"classic",2,16
1998,2.03,47.3,43.1,0.00662,31.1,-9.399,"major",2.88,10.6,29,"classic",3,33
1982,0.175,79.9,76.8,82.2,7.83,-9.816,"minor",6.35,99.1,0,"other",3,54
1987,18.9,63,69.7,0.0258,11.6,-10.654,"major",3.11,79.6,65,"pop",3,52
2000,0.916,73.9,94.7,0.00314,32.6,-1.916,"minor",4.11,76.6,69,"pop",4,22
1994,6.97,68.9,67.7,0,8.77,-6.36,"major",3.26,25.9,63,"pop",4,29
1997,41.2,62.5,42.6,0,11.6,-8.4,"minor",2.71,11.2,70,"pop",4,30
1961,93.9,49.3,12.3,0.000858,14.6,-13.875,"major",3.66,27.3,42,"other",2,54
1984,12.3,79.2,62,0.00412,5.48,-6.204,"minor",3.44,84.3,57,"other",4,54
2015,5.06,69.3,80.8,0.000118,57.8,-6.231,"minor",9.3,54.7,68,"other",2,42
1996,9.5,84.9,46,0.423,16.3,-12.743,"major",19.4,56.1,39,"rap",3,39
1994,3.85,88.8,58.4,0.000319,6.25,-13.308,"major",11.2,76.2,59,"rap",5,34
1986,24.1,54.4,89.7,0,13,-6.056,"minor",4.71,64.7,76,"rock",3,35
1987,9.29,63.5,39.5,0,27,-13.005,"major",2.66,33.4,61,"rock",3,40
1986,8.85,63.8,87,0.000896,11.6,-7.93,"major",3.62,89.2,55,"rock",3,59
1978,0.719,78,49.1,0.0018,6.77,-13.934,"major",3.51,84.3,56,"rock",4,11
2001,5.62,64.5,79.2,1.21,11.9,-7.34,"minor",3.6,66.6,80,"rock",3,52
2003,18.6,44.8,57.2,0,15.1,-9.351,"major",2.92,30.3,26,"country",3,51
2015,4.62,73.4,63.7,0.00229,6.02,-5.677,"minor",14.1,64.8,87,"rock",3,22
2016,0.835,64.5,71.3,0,11.3,-5.355,"major",3.93,56.6,84,"rock",3,35
1962,31.9,75.1,78,36.4,7.3,-8.593,"major",2.81,95.1,28,"other",2,3
1979,13.4,82.8,60.5,0.0147,3.88,-12.285,"major",3.93,92.1,51,"other",3,34
1994,51.6,58.7,45.6,0,10.4,-7.011,"major",2.62,14.4,56,"pop",5,56
1987,0.358,45.7,49.1,0.000322,23.5,-13.241,"major",3.32,41.1,25,"pop",4,7
1985,0.245,54.5,74.9,0.000517,5.16,-5.485,"minor",2.73,45.7,60,"pop",4,43
1991,2.56,53.7,88,0,46.7,-6.873,"major",4.04,50.8,45,"pop",4,29
1996,20.5,46.9,62.1,0.0776,13.5,-6.763,"major",2.53,39.5,52,"pop",6,19
1985,13.3,57.6,93.8,0.000202,97.1,-4.065,"major",6.56,63.5,31,"pop",4,22
1976,6.14,77,55.3,0.106,10.3,-13.632,"major",2.68,90.4,53,"rock",3,50
1986,41.7,65.3,88.4,0,31.8,-10.224,"major",4.44,76.2,59,"pop",4,42
1993,0.642,65,94.5,0.0341,24.4,-4.121,"major",5.04,84.7,14,"other",3,39
1999,0.7,92.4,75,0.0198,6.38,-6.582,"major",4.18,67.2,57,"hip",3,11
2000,26,72.5,48.7,0.00109,43.1,-5.959,"minor",3.68,59.9,70,"other",4,57
1981,0.0875,65.5,79.3,1.6,6.31,-5.588,"major",4.65,93.2,25,"rock",3,15
1981,20.2,47.5,46.6,0,12,-7.487,"major",3.21,19.7,19,"rock",3,17
1989,24.1,70.8,91.7,0.0029,4.28,-5.878,"major",5.58,93.8,31,"pop",4,6
1972,9.54,60.1,62.9,0.784,9.37,-10.34,"major",3.36,88.2,30,"other",3,6
1991,0.0403,77.6,58.5,22.7,7.37,-11.551,"major",3.61,69.8,43,"other",3,31
1996,0.0968,60.7,33.3,40,15.1,-12.717,"major",3.24,8.02,53,"rock",4,10
2016,7,92.3,59.9,0.000123,9.51,-4.888,"major",23.8,66.7,50,"hip",3,2
1993,0.0279,57.1,60.4,59.3,5.57,-14.474,"major",5.1,79.9,21,"other",6,18
1962,84.2,72.4,27.6,0,9.44,-13.226,"major",4.11,57.2,26,"other",2,14
1987,58.8,54.6,62.2,0.213,7.54,-11.828,"major",3.06,62.4,47,"rock",5,48
1959,64.5,74,48.1,0.0136,12.8,-11.406,"major",3.7,84.9,1,"pop",2,48
1984,52.8,70.6,32.2,0.000237,57.6,-14.108,"major",4.67,30.5,71,"rock",3,41
1981,10.5,73.4,47.8,0.0621,10.1,-9.768,"minor",3.13,67.9,47,"rock",3,21
1985,1.37,56.5,77.1,10.6,32.4,-11.412,"minor",3.18,57.4,33,"rock",4,21
1981,9.54,27.8,74.7,0.0241,26.8,-5.586,"major",4.23,38.3,44,"rock",4,12
2002,0.841,38.6,67.7,0.366,34.1,-5.83,"major",3.46,19.5,79,"other",3,58
2009,0.123,32.8,92.6,0,12.7,-3.187,"major",7.56,39.2,61,"other",3,47
2000,0.00515,45.9,83,0.014,20.6,-6.254,"major",3.64,43.1,78,"other",5,17
2002,0.0101,32,88,0.000431,7.6,-6.035,"major",5.04,25.7,74,"other",4,55
1970,42.7,41.1,37.4,0.00101,15.4,-14.028,"major",2.82,55.8,57,"other",3,16
1961,75.8,45.4,66.6,0.00289,27.5,-8.193,"major",3.79,89.4,54,"other",1,52
1969,0.708,32.5,71.5,0.00279,9.87,-7.744,"major",3.68,28.2,62,"other",3,12
1968,28,48.4,49.1,0.05,17.6,-13.286,"minor",4.18,72.5,23,"other",2,23
1958,84.2,61,69.9,0.000185,50.1,-8.739,"major",17.6,85.9,50,"other",1,53
1959,82.2,55.1,93.4,14.3,41.9,-6.66,"minor",4.81,96,44,"other",2,13
1959,76.7,64.6,61.8,0.000133,30.4,-6.978,"major",3.39,77.3,49,"other",2,32
1964,64.3,58.4,76.1,0.0776,7.9,-10.087,"major",4.14,91.3,33,"other",2,23
1968,43.1,60.8,73,0.00557,13.9,-13.118,"major",4.59,89.5,28,"other",2,42
1961,77.2,53.3,38.9,0.165,12.3,-13.12,"major",6.18,87.3,34,"other",2,27
1960,64.2,64.3,49.1,0.972,28.6,-9.312,"major",3.44,75.3,56,"other",3,15
1987,43.6,40.8,58.1,0.0239,14.5,-7.926,"major",3.65,21.2,52,"pop",5,25
1984,21.9,81.4,68.6,0.382,15.5,-12.172,"minor",3.42,77.8,77,"pop",4,6
1979,1.78,32.9,38.3,0.00241,4.46,-13.55,"major",3.41,52.1,30,"rock",4,5
1971,78.7,66.5,46,0.15,6.01,-14.902,"major",4.1,81.9,32,"classic",3,48
2004,2.06,78.1,59.8,0,19.4,-8.001,"major",3.85,13.1,26,"hip",5,25
2006,0.355,79.4,69.5,0,8.83,-6.692,"major",15,36.4,47,"hip",4,30
2005,0.112,93.3,51.3,0.248,10.7,-13.203,"major",34.7,59.5,60,"hip",2,59
2021,8.07,90.1,65.6,0,18.1,-7.452,"minor",27.7,59.9,61,"pop",3,45
1991,4.03,71.4,78.6,0,3.02,-9.717,"major",16.4,69.2,39,"other",4,22
1974,0.0835,49.6,56.3,80.4,37.3,-12.129,"minor",3.37,72.3,62,"classic",4,6
1960,55.8,89.5,60.8,14,6.59,-7.224,"major",3.91,96,18,"other",2,34
1960,82.9,80.6,72.6,84,7.55,-3.706,"major",6.45,95.4,12,"other",2,10
